split,method,seed,rows,task_success,correction_efficiency,damage,intervention_magnitude,boundary_error,intent_preservation,query_rate,human_time,unsafe_override,calibration_error,regret_to_oracle,intervention_sparsity,robust_utility
ambiguous_intent,full_demo_imitation,3,192,0.43750,0.60580,0.06771,0.38438,0.43521,0.57972,1.00000,0.67600,0.08333,0.15133,0.20836,0.44779,0.57957
ambiguous_intent,full_demo_imitation,4,192,0.42188,0.57482,0.08854,0.36612,0.47330,0.57576,1.00000,0.66432,0.07812,0.15530,0.22273,0.44315,0.54753
ambiguous_intent,full_demo_imitation,5,192,0.36458,0.46866,0.04688,0.34638,0.51887,0.59067,1.00000,0.65168,0.06250,0.17124,0.24897,0.46717,0.49663
ambiguous_intent,full_demo_imitation,6,192,0.42708,0.58911,0.08854,0.37664,0.43481,0.59056,1.00000,0.67105,0.10938,0.14808,0.20855,0.42357,0.54777
ambiguous_intent,full_demo_imitation,7,192,0.42188,0.57827,0.06250,0.36636,0.48338,0.59060,1.00000,0.66447,0.08333,0.15551,0.21783,0.43807,0.56204
ambiguous_intent,full_demo_imitation,8,192,0.46875,0.61396,0.08333,0.37007,0.48603,0.58352,1.00000,0.66684,0.12500,0.15380,0.22129,0.42624,0.59265
ambiguous_intent,full_demo_imitation,9,192,0.36979,0.45464,0.07812,0.36518,0.51100,0.58533,1.00000,0.66372,0.11979,0.16071,0.23724,0.44469,0.46411
ambiguous_intent,inverse_rl_correction_proxy,0,192,0.46354,0.74312,0.06771,0.28440,0.30596,0.59447,1.00000,0.26201,0.07292,0.10240,0.17297,0.56195,0.66499
ambiguous_intent,inverse_rl_correction_proxy,1,192,0.44792,0.69937,0.06250,0.29998,0.29239,0.59950,1.00000,0.27199,0.06250,0.09477,0.17956,0.57075,0.64601
ambiguous_intent,inverse_rl_correction_proxy,2,192,0.45312,0.69937,0.05208,0.29809,0.29524,0.57900,1.00000,0.27078,0.06771,0.10032,0.18377,0.57636,0.65285
ambiguous_intent,inverse_rl_correction_proxy,3,192,0.46354,0.72768,0.05208,0.31277,0.26579,0.58159,1.00000,0.28018,0.08333,0.09369,0.16640,0.56154,0.66429
ambiguous_intent,inverse_rl_correction_proxy,4,192,0.44792,0.74300,0.02083,0.30578,0.26535,0.59517,1.00000,0.27570,0.05729,0.09071,0.15188,0.54570,0.67675
ambiguous_intent,inverse_rl_correction_proxy,5,192,0.44271,0.73718,0.03125,0.28872,0.28149,0.59016,1.00000,0.26478,0.04688,0.09669,0.17646,0.56525,0.66858
ambiguous_intent,inverse_rl_correction_proxy,6,192,0.45312,0.69461,0.03125,0.29083,0.32365,0.59190,1.00000,0.26613,0.10417,0.10327,0.18688,0.57515,0.65425
ambiguous_intent,inverse_rl_correction_proxy,7,192,0.47396,0.77163,0.05208,0.30013,0.29858,0.59261,1.00000,0.27208,0.08854,0.09926,0.16764,0.55070,0.68417
ambiguous_intent,inverse_rl_correction_proxy,8,192,0.45312,0.70805,0.05208,0.28955,0.31931,0.58795,1.00000,0.26531,0.06250,0.09539,0.18137,0.56240,0.65693
ambiguous_intent,inverse_rl_correction_proxy,9,192,0.45833,0.73269,0.03646,0.29358,0.29054,0.59852,1.00000,0.26789,0.04167,0.09062,0.17856,0.56477,0.68289
ambiguous_intent,minimum_intervention_boundary_learner_v5,0,192,0.58854,1.07695,0.07292,0.34461,0.18305,0.53492,1.00000,0.30055,0.00000,0.07714,0.08555,0.47690,0.86741
ambiguous_intent,minimum_intervention_boundary_learner_v5,1,192,0.59896,1.04290,0.03125,0.36617,0.17589,0.54608,1.00000,0.31435,0.00000,0.07873,0.08872,0.48090,0.89304
ambiguous_intent,minimum_intervention_boundary_learner_v5,2,192,0.53125,0.92795,0.04688,0.37350,0.17252,0.53244,1.00000,0.31904,0.00000,0.06795,0.08771,0.47129,0.78945
ambiguous_intent,minimum_intervention_boundary_learner_v5,3,192,0.54688,0.92977,0.04167,0.37206,0.18127,0.53790,1.00000,0.31812,0.00000,0.08474,0.08422,0.47743,0.80924
ambiguous_intent,minimum_intervention_boundary_learner_v5,4,192,0.59375,1.08089,0.02604,0.35738,0.18246,0.54706,1.00000,0.30872,0.00000,0.07207,0.08067,0.47130,0.89879
ambiguous_intent,minimum_intervention_boundary_learner_v5,5,192,0.52604,0.92345,0.02604,0.34725,0.17230,0.53546,1.00000,0.30224,0.00000,0.07506,0.09272,0.48197,0.79577
ambiguous_intent,minimum_intervention_boundary_learner_v5,6,192,0.60938,1.09123,0.03646,0.35666,0.17530,0.53508,1.00000,0.30826,0.00000,0.07481,0.08552,0.47910,0.91013
ambiguous_intent,minimum_intervention_boundary_learner_v5,7,192,0.58854,1.04822,0.01042,0.36132,0.18717,0.54406,1.00000,0.31124,0.00000,0.07568,0.08561,0.47146,0.89403
ambiguous_intent,minimum_intervention_boundary_learner_v5,8,192,0.52083,0.94927,0.04167,0.35343,0.17348,0.53382,1.00000,0.30620,0.00000,0.07326,0.08198,0.47345,0.78730
ambiguous_intent,minimum_intervention_boundary_learner_v5,9,192,0.50521,0.88533,0.03646,0.36025,0.16446,0.54157,1.00000,0.31056,0.00000,0.06925,0.09122,0.46952,0.76093
ambiguous_intent,minimum_intervention_learner_v4,0,192,0.61979,1.15290,0.02604,0.36418,0.18528,0.53620,1.00000,0.31308,0.05729,0.04999,0.09065,0.45678,0.92230
ambiguous_intent,minimum_intervention_learner_v4,1,192,0.52083,0.91096,0.03646,0.39167,0.16484,0.54653,1.00000,0.33067,0.10417,0.04902,0.08712,0.45327,0.75195
ambiguous_intent,minimum_intervention_learner_v4,2,192,0.52083,0.91163,0.07812,0.39343,0.17236,0.52766,1.00000,0.33180,0.07812,0.04830,0.08753,0.45121,0.73512
ambiguous_intent,minimum_intervention_learner_v4,3,192,0.57292,1.00496,0.03646,0.40361,0.16604,0.53116,1.00000,0.33831,0.07292,0.04737,0.08419,0.44405,0.83066
ambiguous_intent,minimum_intervention_learner_v4,4,192,0.56250,1.01979,0.02083,0.39066,0.17899,0.54364,1.00000,0.33002,0.06250,0.04014,0.07856,0.43158,0.83592
ambiguous_intent,minimum_intervention_learner_v4,5,192,0.55208,0.99896,0.05208,0.36677,0.17099,0.53411,1.00000,0.31473,0.03646,0.05110,0.09540,0.45894,0.81278
ambiguous_intent,minimum_intervention_learner_v4,6,192,0.56771,1.00546,0.05208,0.37735,0.18132,0.53336,1.00000,0.32150,0.07292,0.04998,0.08852,0.46296,0.81943
ambiguous_intent,minimum_intervention_learner_v4,7,192,0.60417,1.10522,0.05729,0.38396,0.18900,0.53765,1.00000,0.32573,0.09896,0.04894,0.08723,0.44810,0.86746
ambiguous_intent,minimum_intervention_learner_v4,8,192,0.55208,0.99683,0.02604,0.37763,0.17453,0.53132,1.00000,0.32168,0.09375,0.04215,0.08381,0.44703,0.80854
ambiguous_intent,minimum_intervention_learner_v4,9,192,0.54688,0.96198,0.04688,0.38329,0.18952,0.54362,1.00000,0.32530,0.08854,0.04479,0.08964,0.44919,0.78784
ambiguous_intent,no_human_baseline,0,192,0.21354,0.00000,0.05208,0.00000,1.00000,0.61526,0.00000,0.02000,0.01562,0.07880,0.44452,1.00000,0.31117
ambiguous_intent,no_human_baseline,1,192,0.23438,0.00000,0.04688,0.00000,1.00000,0.62099,0.00000,0.02000,0.03125,0.07975,0.45883,1.00000,0.33108
ambiguous_intent,no_human_baseline,2,192,0.16667,0.00000,0.06250,0.00000,1.00000,0.61734,0.00000,0.02000,0.06250,0.07871,0.46514,1.00000,0.24602
ambiguous_intent,no_human_baseline,3,192,0.15625,0.00000,0.03125,0.00000,1.00000,0.61682,0.00000,0.02000,0.04688,0.08066,0.45580,1.00000,0.25616
ambiguous_intent,no_human_baseline,4,192,0.20312,0.00000,0.04688,0.00000,1.00000,0.61682,0.00000,0.02000,0.05729,0.07954,0.44589,1.00000,0.29200
ambiguous_intent,no_human_baseline,5,192,0.18750,0.00000,0.06250,0.00000,1.00000,0.61265,0.00000,0.02000,0.03646,0.07547,0.45630,1.00000,0.27354
ambiguous_intent,no_human_baseline,6,192,0.18750,0.00000,0.01042,0.00000,1.00000,0.61890,0.00000,0.02000,0.05208,0.07985,0.45049,1.00000,0.29706
ambiguous_intent,no_human_baseline,7,192,0.17708,0.00000,0.03125,0.00000,1.00000,0.61474,0.00000,0.02000,0.03125,0.08243,0.45167,1.00000,0.28110
ambiguous_intent,no_human_baseline,8,192,0.16667,0.00000,0.06250,0.00000,1.00000,0.61526,0.00000,0.02000,0.06771,0.08093,0.44757,1.00000,0.24429
ambiguous_intent,no_human_baseline,9,192,0.18750,0.00000,0.03646,0.00000,1.00000,0.61682,0.00000,0.02000,0.04167,0.08602,0.46079,1.00000,0.28616
ambiguous_intent,oracle_minimal_correction,0,192,0.51562,0.89423,0.03125,0.35004,0.14873,0.55332,1.00000,0.30403,0.00000,0.34917,0.03276,0.47169,0.77794
ambiguous_intent,oracle_minimal_correction,1,192,0.64062,1.06798,0.03125,0.37606,0.14419,0.56222,1.00000,0.32068,0.00000,0.35139,0.03182,0.47308,0.94164
ambiguous_intent,oracle_minimal_correction,2,192,0.56771,0.97352,0.03646,0.37943,0.13660,0.54823,1.00000,0.32284,0.00000,0.34681,0.03233,0.46617,0.84298
ambiguous_intent,oracle_minimal_correction,3,192,0.54688,0.91299,0.02604,0.37563,0.15151,0.55332,1.00000,0.32040,0.00000,0.36152,0.03263,0.47752,0.81558
ambiguous_intent,oracle_minimal_correction,4,192,0.58333,1.02265,0.07812,0.35804,0.15144,0.56643,1.00000,0.30914,0.00000,0.35508,0.03198,0.47498,0.85116
ambiguous_intent,oracle_minimal_correction,5,192,0.64583,1.13969,0.02604,0.35857,0.13433,0.55113,1.00000,0.30949,0.00000,0.34592,0.03263,0.46969,0.96423
ambiguous_intent,oracle_minimal_correction,6,192,0.60938,1.02108,0.02604,0.36430,0.15425,0.54990,1.00000,0.31315,0.00000,0.35308,0.03285,0.47353,0.90154
ambiguous_intent,oracle_minimal_correction,7,192,0.60417,1.05114,0.04167,0.36678,0.15184,0.56321,1.00000,0.31474,0.00000,0.34920,0.03272,0.46919,0.89626
ambiguous_intent,oracle_minimal_correction,8,192,0.55208,0.95908,0.04688,0.35837,0.15369,0.54956,1.00000,0.30936,0.00000,0.35135,0.03252,0.47111,0.81978
ambiguous_intent,oracle_minimal_correction,9,192,0.58333,1.04809,0.03125,0.36911,0.11976,0.55807,1.00000,0.31623,0.00000,0.33625,0.03196,0.46107,0.87903
ambiguous_intent,preference_only_ranker,0,192,0.47917,0.85117,0.04167,0.28632,0.26427,0.51947,0.56250,0.15701,0.04688,0.08291,0.16030,0.56237,0.72022
ambiguous_intent,preference_only_ranker,1,192,0.47917,0.77512,0.06771,0.30300,0.25460,0.53100,0.57812,0.17081,0.05208,0.08156,0.16623,0.56691,0.68959
ambiguous_intent,preference_only_ranker,2,192,0.50000,0.81363,0.05208,0.30569,0.24628,0.51420,0.53125,0.15791,0.09375,0.07427,0.16331,0.56535,0.71367
ambiguous_intent,preference_only_ranker,3,192,0.44792,0.71894,0.08854,0.32095,0.21949,0.51836,0.50521,0.15340,0.10417,0.07527,0.14754,0.55167,0.61894
ambiguous_intent,preference_only_ranker,4,192,0.44792,0.76587,0.03646,0.30991,0.22803,0.53107,0.52083,0.15646,0.07292,0.07403,0.13977,0.53605,0.66583
ambiguous_intent,preference_only_ranker,5,192,0.51562,0.88556,0.05208,0.29298,0.22540,0.51884,0.51042,0.14170,0.05208,0.07573,0.15735,0.56459,0.75808
ambiguous_intent,preference_only_ranker,6,192,0.42708,0.70473,0.06771,0.29534,0.25931,0.51432,0.59375,0.16662,0.07292,0.07514,0.16436,0.57836,0.61478
ambiguous_intent,preference_only_ranker,7,192,0.48438,0.88217,0.06250,0.30186,0.24537,0.52313,0.64583,0.18279,0.07292,0.08141,0.15423,0.54646,0.71264
ambiguous_intent,preference_only_ranker,8,192,0.54167,0.90695,0.05208,0.29487,0.25036,0.51633,0.51042,0.14415,0.08854,0.07824,0.15863,0.55898,0.77791
ambiguous_intent,preference_only_ranker,9,192,0.46875,0.77749,0.03646,0.30008,0.23823,0.52248,0.57812,0.16282,0.06250,0.07452,0.15973,0.56020,0.69194
ambiguous_intent,residual_correction_learner,0,192,0.40104,0.57763,0.04167,0.29449,0.47941,0.53866,1.00000,0.26847,0.05729,0.16803,0.23043,0.53070,0.57489
ambiguous_intent,residual_correction_learner,1,192,0.38021,0.51604,0.05208,0.30355,0.47156,0.56506,1.00000,0.27427,0.08854,0.17981,0.23721,0.54573,0.53026
ambiguous_intent,residual_correction_learner,2,192,0.38542,0.53545,0.04688,0.30529,0.49772,0.54065,1.00000,0.27538,0.09375,0.18489,0.24625,0.55074,0.53802
ambiguous_intent,residual_correction_learner,3,192,0.38021,0.54335,0.02083,0.30298,0.47260,0.54490,1.00000,0.27391,0.06250,0.18883,0.23980,0.56612,0.55823
ambiguous_intent,residual_correction_learner,4,192,0.37500,0.50639,0.05729,0.29150,0.50651,0.55577,1.00000,0.26656,0.07292,0.18391,0.24197,0.55726,0.52432
ambiguous_intent,residual_correction_learner,5,192,0.33854,0.46914,0.05729,0.27124,0.54987,0.55726,1.00000,0.25359,0.09375,0.20432,0.27332,0.57707,0.47560
ambiguous_intent,residual_correction_learner,6,192,0.41146,0.61379,0.07812,0.28542,0.47472,0.54439,1.00000,0.26267,0.10417,0.18306,0.24446,0.55241,0.56327
ambiguous_intent,residual_correction_learner,7,192,0.40625,0.54738,0.03646,0.29316,0.48331,0.55922,1.00000,0.26762,0.06771,0.18351,0.24441,0.54758,0.57679
ambiguous_intent,residual_correction_learner,8,192,0.35417,0.48388,0.01562,0.29906,0.52766,0.56296,1.00000,0.27140,0.09896,0.18081,0.24153,0.53637,0.51258
ambiguous_intent,residual_correction_learner,9,192,0.37500,0.56976,0.06250,0.28152,0.51829,0.56343,1.00000,0.26017,0.09375,0.19026,0.26000,0.55695,0.53098
ambiguous_intent,robust_mpc_correction,0,192,0.59896,1.15627,0.04688,0.38602,0.14104,0.51788,1.00000,0.32706,0.00521,0.03821,0.05389,0.41727,0.90097
ambiguous_intent,robust_mpc_correction,1,192,0.53125,0.97085,0.04167,0.41506,0.12126,0.53068,1.00000,0.34564,0.00521,0.03632,0.05038,0.41710,0.79600
ambiguous_intent,robust_mpc_correction,2,192,0.63021,1.15418,0.05729,0.41770,0.12590,0.51709,1.00000,0.34733,0.00000,0.03375,0.05233,0.41057,0.92646
ambiguous_intent,robust_mpc_correction,3,192,0.56250,0.99754,0.01042,0.41833,0.12289,0.52174,1.00000,0.34773,0.00000,0.04098,0.04800,0.41769,0.84961
ambiguous_intent,robust_mpc_correction,4,192,0.61979,1.16878,0.03646,0.40013,0.12880,0.53155,1.00000,0.33609,0.00000,0.03490,0.04977,0.41372,0.93263
ambiguous_intent,robust_mpc_correction,5,192,0.56250,1.02169,0.03125,0.39935,0.11577,0.51826,1.00000,0.33558,0.01042,0.02845,0.05256,0.40830,0.84079
ambiguous_intent,robust_mpc_correction,6,192,0.53125,0.97085,0.04688,0.40270,0.12799,0.51688,1.00000,0.33773,0.00000,0.03849,0.05014,0.41548,0.79323
ambiguous_intent,robust_mpc_correction,7,192,0.55208,1.07994,0.02604,0.40393,0.13752,0.52723,1.00000,0.33852,0.00000,0.03637,0.05221,0.41288,0.85008
ambiguous_intent,robust_mpc_correction,8,192,0.56250,1.03645,0.03125,0.39652,0.12230,0.51656,1.00000,0.33377,0.00000,0.03292,0.05034,0.41269,0.84704
ambiguous_intent,robust_mpc_correction,9,192,0.59896,1.11780,0.04167,0.40578,0.11869,0.52453,1.00000,0.33970,0.00000,0.02675,0.05302,0.40706,0.89646
ambiguous_intent,safety_filtered_residual,0,192,0.49479,0.77684,0.02604,0.24939,0.37930,0.51829,1.00000,0.23961,0.00000,0.14905,0.19626,0.62758,0.74013
ambiguous_intent,safety_filtered_residual,1,192,0.40104,0.61089,0.06250,0.26483,0.36803,0.53102,1.00000,0.24949,0.00000,0.16262,0.20366,0.62442,0.59196
ambiguous_intent,safety_filtered_residual,2,192,0.47396,0.73372,0.04688,0.26793,0.36304,0.51556,1.00000,0.25148,0.00000,0.15633,0.20752,0.62568,0.69799
ambiguous_intent,safety_filtered_residual,3,192,0.42708,0.64989,0.01562,0.26345,0.37173,0.52200,1.00000,0.24861,0.00000,0.16487,0.20401,0.63307,0.65026
ambiguous_intent,safety_filtered_residual,4,192,0.40625,0.62889,0.02083,0.24505,0.39690,0.52949,1.00000,0.23683,0.00000,0.16222,0.20736,0.64538,0.62422
ambiguous_intent,safety_filtered_residual,5,192,0.49479,0.72885,0.01562,0.22470,0.42790,0.51974,1.00000,0.22381,0.00000,0.17438,0.23560,0.67027,0.73802
ambiguous_intent,safety_filtered_residual,6,192,0.42708,0.67393,0.05208,0.24789,0.38986,0.51927,1.00000,0.23865,0.00000,0.15815,0.20928,0.64096,0.63708
ambiguous_intent,safety_filtered_residual,7,192,0.46354,0.70419,0.04688,0.25702,0.38006,0.52777,1.00000,0.24449,0.00521,0.15418,0.20384,0.63724,0.68210
ambiguous_intent,safety_filtered_residual,8,192,0.36458,0.57067,0.04688,0.24794,0.39524,0.51731,1.00000,0.23868,0.00521,0.16079,0.20970,0.63917,0.55276
ambiguous_intent,safety_filtered_residual,9,192,0.41667,0.63642,0.04688,0.24629,0.40116,0.53094,1.00000,0.23763,0.01042,0.16112,0.22358,0.64576,0.62001
ambiguous_intent,uncertainty_query_policy,0,192,0.45833,0.71085,0.03125,0.33409,0.34065,0.55890,1.00000,0.29382,0.12500,0.14283,0.17513,0.47216,0.64651
ambiguous_intent,uncertainty_query_policy,1,192,0.47917,0.72304,0.03125,0.36123,0.33450,0.56517,1.00000,0.31119,0.10938,0.15295,0.17840,0.47498,0.67458
ambiguous_intent,uncertainty_query_policy,2,192,0.46354,0.68301,0.06250,0.35088,0.33414,0.55163,0.99479,0.30353,0.05208,0.15741,0.18084,0.48623,0.64909
ambiguous_intent,uncertainty_query_policy,3,192,0.42708,0.64396,0.05729,0.36133,0.32014,0.55204,1.00000,0.31125,0.09896,0.15534,0.17145,0.48268,0.59315
ambiguous_intent,uncertainty_query_policy,4,192,0.44792,0.67095,0.07812,0.34296,0.34508,0.55402,0.99479,0.29842,0.11458,0.15393,0.18048,0.47964,0.60539
ambiguous_intent,uncertainty_query_policy,5,192,0.42708,0.62264,0.04167,0.32482,0.37105,0.56175,1.00000,0.28789,0.09375,0.17237,0.20228,0.49948,0.60119
ambiguous_intent,uncertainty_query_policy,6,192,0.50000,0.74709,0.03646,0.34802,0.32783,0.55988,1.00000,0.30273,0.06250,0.15473,0.17900,0.47119,0.71062
ambiguous_intent,uncertainty_query_policy,7,192,0.50521,0.73660,0.08333,0.34339,0.34369,0.56335,1.00000,0.29977,0.06771,0.15160,0.17747,0.48378,0.68890
ambiguous_intent,uncertainty_query_policy,8,192,0.43750,0.67504,0.06771,0.33981,0.35938,0.55800,1.00000,0.29748,0.08854,0.16349,0.18734,0.47094,0.60871
ambiguous_intent,uncertainty_query_policy,9,192,0.40104,0.56874,0.07292,0.33752,0.37701,0.56143,1.00000,0.29602,0.08854,0.16570,0.19773,0.48169,0.54720
combined_hard_shift,active_entropy_query_policy,0,192,0.38542,0.49680,0.02604,0.41207,0.30898,0.51741,1.00000,0.34373,0.14062,0.24961,0.20952,0.57914,0.52255
combined_hard_shift,active_entropy_query_policy,1,192,0.38021,0.48962,0.04688,0.42738,0.30932,0.50492,1.00000,0.35352,0.06771,0.24850,0.22031,0.57739,0.52319
combined_hard_shift,active_entropy_query_policy,2,192,0.43750,0.58681,0.08854,0.43211,0.27341,0.52096,1.00000,0.35655,0.11979,0.21410,0.18076,0.55507,0.56645
combined_hard_shift,active_entropy_query_policy,3,192,0.42188,0.53680,0.02083,0.41713,0.29438,0.52728,1.00000,0.34696,0.08854,0.24029,0.21499,0.58408,0.58648
combined_hard_shift,active_entropy_query_policy,4,192,0.42188,0.54481,0.07812,0.42121,0.31029,0.50699,1.00000,0.34957,0.10417,0.23440,0.20590,0.56769,0.55051
combined_hard_shift,active_entropy_query_policy,5,192,0.42188,0.57186,0.05729,0.43721,0.28195,0.53107,1.00000,0.35981,0.09375,0.21480,0.20775,0.56118,0.57255
combined_hard_shift,active_entropy_query_policy,6,192,0.43229,0.56656,0.06250,0.40537,0.28951,0.50824,1.00000,0.33944,0.12500,0.23543,0.20342,0.57291,0.56888
combined_hard_shift,active_entropy_query_policy,7,192,0.40625,0.55813,0.06250,0.42609,0.27959,0.51258,1.00000,0.35270,0.10938,0.21624,0.18729,0.55178,0.54427
combined_hard_shift,active_entropy_query_policy,8,192,0.41667,0.57140,0.04688,0.39632,0.31302,0.52103,1.00000,0.33364,0.11979,0.24646,0.21628,0.58232,0.56630
combined_hard_shift,active_entropy_query_policy,9,192,0.41146,0.55262,0.04688,0.41881,0.29888,0.50811,1.00000,0.34804,0.12500,0.23373,0.20661,0.57164,0.55264
combined_hard_shift,dagger_full_correction,0,192,0.39583,0.38241,0.05208,0.45696,0.52964,0.55359,1.00000,0.72245,0.14583,0.26428,0.30893,0.51705,0.47735
combined_hard_shift,dagger_full_correction,1,192,0.31250,0.31336,0.06771,0.47943,0.51004,0.54130,1.00000,0.73683,0.11458,0.25601,0.30920,0.50683,0.37670
combined_hard_shift,dagger_full_correction,2,192,0.32812,0.34220,0.05208,0.50337,0.47928,0.55075,1.00000,0.75216,0.13542,0.22696,0.27338,0.46151,0.39924
combined_hard_shift,dagger_full_correction,3,192,0.29167,0.28283,0.05208,0.45846,0.51437,0.56029,1.00000,0.72342,0.12500,0.26347,0.32428,0.52333,0.35826
combined_hard_shift,dagger_full_correction,4,192,0.38542,0.38927,0.07292,0.48457,0.49129,0.54762,1.00000,0.74012,0.15625,0.22800,0.27330,0.48153,0.45135
combined_hard_shift,dagger_full_correction,5,192,0.34896,0.34541,0.07292,0.49495,0.49788,0.56127,1.00000,0.74677,0.15104,0.23989,0.30810,0.48540,0.40837
combined_hard_shift,dagger_full_correction,6,192,0.27083,0.25309,0.06771,0.46141,0.52311,0.55118,1.00000,0.72531,0.13021,0.26480,0.31358,0.49572,0.31865
combined_hard_shift,dagger_full_correction,7,192,0.38021,0.39186,0.04167,0.49125,0.45900,0.54893,1.00000,0.74440,0.15625,0.22110,0.27207,0.46643,0.46218
combined_hard_shift,dagger_full_correction,8,192,0.30729,0.29900,0.07812,0.44652,0.55786,0.56328,1.00000,0.71578,0.14062,0.26259,0.31171,0.50833,0.35950
combined_hard_shift,dagger_full_correction,9,192,0.31250,0.33811,0.06250,0.47048,0.48580,0.54148,1.00000,0.73111,0.16667,0.24527,0.29541,0.49450,0.36994
combined_hard_shift,full_demo_imitation,0,192,0.34375,0.33503,0.07292,0.50445,0.57080,0.56114,1.00000,0.75285,0.14062,0.22625,0.30853,0.47063,0.40277
combined_hard_shift,full_demo_imitation,1,192,0.28646,0.28464,0.07292,0.51657,0.54301,0.54461,1.00000,0.76060,0.17188,0.21793,0.30862,0.47322,0.32327
combined_hard_shift,full_demo_imitation,2,192,0.29688,0.30049,0.06771,0.54671,0.51855,0.55914,1.00000,0.77989,0.16146,0.20341,0.27343,0.42179,0.34125
combined_hard_shift,full_demo_imitation,3,192,0.35938,0.30623,0.05729,0.49552,0.55744,0.56565,1.00000,0.74713,0.16146,0.22645,0.32703,0.48420,0.41587
combined_hard_shift,full_demo_imitation,4,192,0.35417,0.36050,0.06250,0.52813,0.53872,0.56121,1.00000,0.76800,0.09375,0.20033,0.27954,0.44043,0.43515
combined_hard_shift,full_demo_imitation,5,192,0.29688,0.29432,0.06771,0.54578,0.53153,0.56903,1.00000,0.77930,0.10417,0.20836,0.30408,0.43455,0.35788
combined_hard_shift,full_demo_imitation,6,192,0.25521,0.26015,0.09896,0.51085,0.54833,0.56019,1.00000,0.75695,0.17188,0.21485,0.30717,0.45228,0.27423
combined_hard_shift,full_demo_imitation,7,192,0.31250,0.29895,0.09375,0.53579,0.50899,0.55088,1.00000,0.77290,0.17188,0.19806,0.27720,0.42182,0.33932
combined_hard_shift,full_demo_imitation,8,192,0.27083,0.26767,0.08854,0.48318,0.60532,0.56900,1.00000,0.73923,0.15104,0.23149,0.31954,0.47084,0.30563
combined_hard_shift,full_demo_imitation,9,192,0.29167,0.26801,0.04688,0.51353,0.52455,0.54937,1.00000,0.75866,0.14583,0.21068,0.29714,0.45482,0.34544
combined_hard_shift,inverse_rl_correction_proxy,0,192,0.36458,0.46293,0.04167,0.42722,0.28645,0.56047,1.00000,0.35342,0.11979,0.15275,0.20492,0.56073,0.49621
combined_hard_shift,inverse_rl_correction_proxy,1,192,0.36979,0.43593,0.03646,0.42415,0.30691,0.55007,1.00000,0.35146,0.13021,0.15740,0.23221,0.58015,0.49498
combined_hard_shift,inverse_rl_correction_proxy,2,192,0.43229,0.56292,0.07292,0.42233,0.27972,0.57056,1.00000,0.35029,0.12500,0.13885,0.19969,0.56181,0.56972
combined_hard_shift,inverse_rl_correction_proxy,3,192,0.45312,0.58461,0.05729,0.43183,0.27625,0.57201,1.00000,0.35637,0.11458,0.14890,0.20940,0.56169,0.60627
combined_hard_shift,inverse_rl_correction_proxy,4,192,0.41146,0.51748,0.05208,0.41071,0.30297,0.55049,1.00000,0.34285,0.09896,0.15663,0.22152,0.57521,0.55541
combined_hard_shift,inverse_rl_correction_proxy,5,192,0.42188,0.55589,0.04688,0.43247,0.29602,0.57694,1.00000,0.35678,0.14062,0.14712,0.21946,0.55995,0.56737
combined_hard_shift,inverse_rl_correction_proxy,6,192,0.40625,0.53656,0.05208,0.42136,0.27884,0.55198,1.00000,0.34967,0.11458,0.14330,0.19307,0.55300,0.54880
combined_hard_shift,inverse_rl_correction_proxy,7,192,0.39583,0.50126,0.03646,0.40853,0.29911,0.56257,1.00000,0.34146,0.16146,0.15393,0.21281,0.56705,0.52807
combined_hard_shift,inverse_rl_correction_proxy,8,192,0.40104,0.54473,0.04688,0.41515,0.28974,0.56279,1.00000,0.34569,0.11979,0.15097,0.21123,0.55881,0.54851
combined_hard_shift,inverse_rl_correction_proxy,9,192,0.40104,0.51169,0.06250,0.41425,0.31471,0.55940,1.00000,0.34512,0.16667,0.15566,0.22269,0.57154,0.52021
combined_hard_shift,minimum_intervention_boundary_learner_v5,0,192,0.50000,0.66206,0.05729,0.47750,0.20852,0.52195,1.00000,0.38560,0.01042,0.12269,0.12697,0.51152,0.68902
combined_hard_shift,minimum_intervention_boundary_learner_v5,1,192,0.44792,0.58060,0.02604,0.48917,0.19932,0.50601,1.00000,0.39307,0.02083,0.12332,0.13341,0.51008,0.62987
combined_hard_shift,minimum_intervention_boundary_learner_v5,2,192,0.55208,0.74600,0.03646,0.48362,0.19493,0.52792,1.00000,0.38952,0.00521,0.11257,0.11038,0.49719,0.77175
combined_hard_shift,minimum_intervention_boundary_learner_v5,3,192,0.51042,0.68465,0.05729,0.48756,0.19509,0.53225,1.00000,0.39204,0.01042,0.11402,0.12610,0.50884,0.70532
combined_hard_shift,minimum_intervention_boundary_learner_v5,4,192,0.46354,0.65721,0.04688,0.47604,0.20340,0.51047,1.00000,0.38466,0.02604,0.11483,0.13074,0.50692,0.65086
combined_hard_shift,minimum_intervention_boundary_learner_v5,5,192,0.43229,0.57592,0.05729,0.49613,0.18827,0.53502,1.00000,0.39752,0.01562,0.10627,0.12819,0.49737,0.60136
combined_hard_shift,minimum_intervention_boundary_learner_v5,6,192,0.45833,0.61494,0.02083,0.47411,0.18494,0.51177,1.00000,0.38343,0.01042,0.10853,0.11433,0.49848,0.65407
combined_hard_shift,minimum_intervention_boundary_learner_v5,7,192,0.47396,0.65410,0.04167,0.47682,0.19707,0.51731,1.00000,0.38517,0.02083,0.11245,0.11918,0.49483,0.66502
